epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
110,40331.7,2.63329,1.64974,0.00211,0.67702,0.41366,0.45429,0.18716,2.68543,1.42222,0.00225,0.00138135,0.00046045,0.00138135,0.00046045,0.00138135,0.00046045,0.00138135,0.00046045
111,40702.8,2.5955,1.63843,0.00207,0.66563,0.41302,0.45944,0.1917,2.67204,1.42761,0.00223,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555
112,41079,2.60932,1.66861,0.00209,0.64468,0.41495,0.45881,0.19181,2.66952,1.42649,0.00223,0.00135165,0.00045055,0.00135165,0.00045055,0.00135165,0.00045055,0.00135165,0.00045055
113,41444.8,2.60421,1.62764,0.00209,0.69245,0.40329,0.45579,0.19152,2.66713,1.41664,0.00224,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
114,41813.4,2.64045,1.6812,0.0021,0.68839,0.40464,0.45728,0.19422,2.63648,1.42957,0.00222,0.00132195,0.00044065,0.00132195,0.00044065,0.00132195,0.00044065,0.00132195,0.00044065
115,42182.3,2.62814,1.66764,0.0021,0.67196,0.40593,0.45971,0.19151,2.64507,1.43091,0.00221,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357
116,42554,2.61563,1.63446,0.00207,0.64998,0.40851,0.4546,0.18943,2.65047,1.43199,0.00221,0.00129225,0.00043075,0.00129225,0.00043075,0.00129225,0.00043075,0.00129225,0.00043075
117,42925.5,2.57229,1.6419,0.00206,0.65081,0.41071,0.45838,0.19077,2.64701,1.42928,0.00221,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
118,43298.3,2.59442,1.65897,0.00209,0.64947,0.41624,0.46078,0.19065,2.65944,1.43478,0.00222,0.00126255,0.00042085,0.00126255,0.00042085,0.00126255,0.00042085,0.00126255,0.00042085
119,43671.1,2.59177,1.66137,0.00207,0.65966,0.41753,0.45994,0.1917,2.66112,1.43653,0.00222,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159
120,44037.2,2.56534,1.60627,0.00204,0.66417,0.41881,0.4609,0.19168,2.66161,1.42441,0.00222,0.00123285,0.00041095,0.00123285,0.00041095,0.00123285,0.00041095,0.00123285,0.00041095
121,44406.2,2.59978,1.65106,0.00206,0.66757,0.42526,0.4655,0.19226,2.67308,1.4284,0.00223,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
122,44774.2,2.58921,1.64964,0.00204,0.65982,0.41881,0.46364,0.19223,2.66374,1.4204,0.00222,0.00120315,0.00040105,0.00120315,0.00040105,0.00120315,0.00040105,0.00120315,0.00040105
123,45137.8,2.57753,1.63412,0.00204,0.65888,0.42397,0.46292,0.19198,2.65102,1.41646,0.00222,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961
124,45496.5,2.61573,1.66498,0.00209,0.65527,0.42655,0.46149,0.19216,2.65339,1.41004,0.00221,0.00117345,0.00039115,0.00117345,0.00039115,0.00117345,0.00039115,0.00117345,0.00039115
125,45835.1,2.61289,1.6663,0.00207,0.64827,0.42397,0.46054,0.19287,2.64787,1.40648,0.00222,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
126,46174.4,2.59359,1.64361,0.00206,0.637,0.42784,0.45781,0.19115,2.64981,1.41249,0.00221,0.00114375,0.00038125,0.00114375,0.00038125,0.00114375,0.00038125,0.00114375,0.00038125
