epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
81,3580.68,2.27573,2.33843,0.00825,0.68843,0.51045,0.56227,0.25776,2.0431,1.72145,0.00952,6.024e-05,2.008e-05,6.024e-05,2.008e-05,6.024e-05,2.008e-05,6.024e-05,2.008e-05
82,3623.65,2.26884,2.30613,0.00824,0.7001,0.50363,0.56059,0.25603,2.04558,1.71675,0.00955,5.7243e-05,1.9081e-05,5.7243e-05,1.9081e-05,5.7243e-05,1.9081e-05,5.7243e-05,1.9081e-05
83,3667.05,2.27353,2.3276,0.00858,0.68334,0.51419,0.56344,0.25507,2.04163,1.71923,0.00948,5.4246e-05,1.8082e-05,5.4246e-05,1.8082e-05,5.4246e-05,1.8082e-05,5.4246e-05,1.8082e-05
84,3709.44,2.27434,2.32586,0.00846,0.68892,0.51162,0.56171,0.25495,2.04752,1.72385,0.00951,5.1249e-05,1.7083e-05,5.1249e-05,1.7083e-05,5.1249e-05,1.7083e-05,5.1249e-05,1.7083e-05
85,3751.53,2.29358,2.32014,0.00828,0.68999,0.51566,0.56251,0.25427,2.0452,1.72691,0.00953,4.8252e-05,1.6084e-05,4.8252e-05,1.6084e-05,4.8252e-05,1.6084e-05,4.8252e-05,1.6084e-05
86,3792.82,2.27634,2.32629,0.00844,0.68158,0.51947,0.56389,0.25664,2.04481,1.72536,0.00955,4.5255e-05,1.5085e-05,4.5255e-05,1.5085e-05,4.5255e-05,1.5085e-05,4.5255e-05,1.5085e-05
87,3834.84,2.26869,2.31787,0.00847,0.6861,0.51749,0.56324,0.25617,2.04717,1.72362,0.00951,4.2258e-05,1.4086e-05,4.2258e-05,1.4086e-05,4.2258e-05,1.4086e-05,4.2258e-05,1.4086e-05
88,3876.67,2.27142,2.32857,0.00828,0.66935,0.52079,0.5652,0.25656,2.04569,1.71691,0.00955,3.9261e-05,1.3087e-05,3.9261e-05,1.3087e-05,3.9261e-05,1.3087e-05,3.9261e-05,1.3087e-05
89,3919.88,2.285,2.33459,0.00845,0.66901,0.52211,0.5645,0.25672,2.03822,1.72767,0.00951,3.6264e-05,1.2088e-05,3.6264e-05,1.2088e-05,3.6264e-05,1.2088e-05,3.6264e-05,1.2088e-05
90,3961.6,2.25959,2.31182,0.00851,0.68376,0.52092,0.56352,0.25737,2.04514,1.71597,0.00954,3.3267e-05,1.1089e-05,3.3267e-05,1.1089e-05,3.3267e-05,1.1089e-05,3.3267e-05,1.1089e-05
91,4009.01,2.10648,2.0865,0.00878,0.67941,0.50099,0.56148,0.25352,2.05437,1.73367,0.0097,3.027e-05,1.009e-05,3.027e-05,1.009e-05,3.027e-05,1.009e-05,3.027e-05,1.009e-05
92,4050.92,2.08712,2.06303,0.00874,0.68432,0.49901,0.56059,0.25263,2.05808,1.72279,0.00971,2.7273e-05,9.091e-06,2.7273e-05,9.091e-06,2.7273e-05,9.091e-06,2.7273e-05,9.091e-06
93,4092.67,2.08723,2.0471,0.00876,0.69035,0.49769,0.56036,0.25344,2.0608,1.71116,0.00973,2.4276e-05,8.092e-06,2.4276e-05,8.092e-06,2.4276e-05,8.092e-06,2.4276e-05,8.092e-06
94,4134.19,2.08953,2.08372,0.00857,0.68669,0.49911,0.56046,0.25527,2.05139,1.71365,0.00973,2.1279e-05,7.093e-06,2.1279e-05,7.093e-06,2.1279e-05,7.093e-06,2.1279e-05,7.093e-06
95,4176.11,2.08031,2.05565,0.00872,0.68857,0.50231,0.56199,0.25522,2.05119,1.70882,0.00974,1.8282e-05,6.094e-06,1.8282e-05,6.094e-06,1.8282e-05,6.094e-06,1.8282e-05,6.094e-06
96,4217.01,2.07747,2.03259,0.00878,0.68957,0.50146,0.56252,0.25634,2.04724,1.71328,0.00968,1.5285e-05,5.095e-06,1.5285e-05,5.095e-06,1.5285e-05,5.095e-06,1.5285e-05,5.095e-06
97,4258.34,2.07119,2.02493,0.00838,0.67825,0.50508,0.56147,0.25545,2.04997,1.71098,0.00971,1.2288e-05,4.096e-06,1.2288e-05,4.096e-06,1.2288e-05,4.096e-06,1.2288e-05,4.096e-06
98,4299.46,2.08916,2.03367,0.00872,0.68474,0.50429,0.56144,0.25484,2.04643,1.71184,0.0097,9.291e-06,3.097e-06,9.291e-06,3.097e-06,9.291e-06,3.097e-06,9.291e-06,3.097e-06
99,4341.26,2.09911,2.03141,0.0087,0.69348,0.50178,0.56349,0.25533,2.04837,1.70692,0.00973,6.294e-06,2.098e-06,6.294e-06,2.098e-06,6.294e-06,2.098e-06,6.294e-06,2.098e-06
100,4382.08,2.0701,2.01912,0.00855,0.69174,0.50508,0.56335,0.25499,2.0464,1.71025,0.00968,3.297e-06,1.099e-06,3.297e-06,1.099e-06,3.297e-06,1.099e-06,3.297e-06,1.099e-06
